heldout_real_case,repeat_idx,feature,gini_importance
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,2,distance_T0,0.28356477894074805
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,2,point_to_plane_residual,0.10041268475236428
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,2,normal_dot_abs,0.19103083577443233
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,2,fpfh_distance,0.27504204959510203
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,2,log_normalized_density_ratio,0.1499496509373533
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,2,is_mutual_nn,0.0
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,3,distance_T0,0.2604387884846535
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,3,point_to_plane_residual,0.09853432301885771
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,3,normal_dot_abs,0.20783690405147276
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,3,fpfh_distance,0.238975099628408
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,3,log_normalized_density_ratio,0.19421488481660804
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,3,is_mutual_nn,0.0
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,4,distance_T0,0.2894685269375805
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,4,point_to_plane_residual,0.10499881186051513
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,4,normal_dot_abs,0.21425633241376033
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,4,fpfh_distance,0.22506901601990634
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,4,log_normalized_density_ratio,0.16620731276823766
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,4,is_mutual_nn,0.0
20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005,0,distance_T0,0.4214191474251122
